a_quitte_l_entreprise,age,annees_dans_l_entreprise,annees_dans_le_poste_actuel,annees_depuis_la_derniere_promotion,annees_experience_totale,annes_sous_responsable_actuel,augmentation_salaire_precedente,departement_Commercial,departement_Consulting,departement_Ressources Humaines,distance_domicile_travail,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement,genre,heure_supplementaires,id_employee,nb_formations_suivies,niveau_education,niveau_hierarchique_poste,nombre_experiences_precedentes,nombre_participation_pee,note_evaluation_precedente,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Representant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,revenu_mensuel,satisfaction_employee_environnement,satisfaction_employee_equilibre_pro_perso,satisfaction_employee_equipe,satisfaction_employee_nature_travail,satisfaction_globale,score_environnement_travail,score_equilibre_pro_perso,score_mobilite_externe,score_mobilite_interne,score_revenu,statut_marital_Celibataire,statut_marital_Divorce(e),statut_marital_Marie(e)
0,29,10,7,1,10,2,15,0,1,0,8,0,0,0,0,0,1,0.5,1,1,1150,2,1,2,1,1,2,0,0,0,0,0,0,0,0,1,5056,2,2,3,4,0.69,61.18,39.58,100.0,70.0,47.26,0,0,1
0,38,7,6,5,7,0,13,0,0,1,1,0,0,0,0,1,0,0.5,1,0,1152,2,3,1,1,1,4,0,0,0,0,0,0,1,0,0,2844,3,4,4,3,0.88,70.0,87.5,100.0,85.71,29.9,0,0,1
0,28,3,1,0,3,2,14,0,1,0,6,0,0,1,0,0,0,1.0,1,1,1154,2,3,1,1,1,2,1,0,0,0,0,0,0,0,0,2703,3,3,4,3,0.81,71.18,37.2,100.0,33.33,43.02,0,1,0
1,18,0,0,0,0,0,12,0,1,0,8,0,0,0,0,0,1,0.0,1,0,1156,0,1,1,1,0,3,0,0,1,0,0,0,0,0,0,1904,3,3,4,3,0.81,70.0,85.42,0.0,0.0,36.91,1,0,0
1,33,5,2,0,6,3,17,1,0,0,9,0,0,0,1,0,0,0.5,0,1,1157,3,4,2,0,0,3,0,1,0,0,0,0,0,0,0,8224,1,3,1,1,0.38,1.76,47.02,83.33,40.0,59.68,1,0,0
0,41,1,0,0,6,0,11,0,1,0,12,0,0,1,0,0,0,0.5,1,1,1158,4,4,1,3,1,3,0,0,1,0,0,0,0,0,0,4766,2,3,1,4,0.62,40.0,44.35,16.67,0.0,39.53,0,0,1
1,31,2,2,2,2,2,12,0,1,0,15,0,0,0,0,0,1,1.0,1,0,1160,5,3,1,1,1,3,0,0,1,0,0,0,0,0,0,2610,3,2,3,3,0.69,61.18,45.83,100.0,100.0,33.74,0,0,1
0,37,6,2,1,9,3,13,0,1,0,25,0,0,0,0,0,1,0.5,0,0,1161,2,2,2,7,2,2,0,0,0,0,1,0,0,0,0,5731,3,3,3,4,0.81,71.76,57.74,66.67,33.33,43.72,0,1,0
0,27,4,2,2,4,2,13,0,1,0,6,0,0,1,0,0,0,0.5,1,0,1162,0,3,1,1,1,2,1,0,0,0,0,0,0,0,0,2539,4,3,3,3,0.81,71.18,74.7,100.0,50.0,35.97,0,0,1
0,34,6,5,1,6,3,20,1,0,0,9,0,0,1,0,0,0,0.5,0,0,1163,3,1,2,1,0,3,0,1,0,0,0,0,0,0,0,5714,2,2,1,3,0.5,31.76,63.69,100.0,83.33,60.19,0,0,1
0,35,5,4,1,6,4,17,0,0,1,8,0,1,0,0,0,0,0.5,1,0,1164,2,4,1,1,0,3,0,0,0,0,0,0,1,0,0,4323,3,1,2,3,0.56,52.35,56.25,83.33,80.0,50.7,1,0,0
1,29,11,8,3,11,10,13,1,0,0,23,0,0,1,0,0,0,0.5,0,0,1165,3,1,3,1,1,2,0,1,0,0,0,0,0,0,0,7336,4,1,1,1,0.44,35.88,42.86,100.0,72.73,42.11,0,0,1
0,40,18,7,2,20,13,17,0,1,0,9,0,0,0,0,0,1,1.0,0,0,1166,3,4,3,9,0,3,0,0,0,1,0,0,0,0,0,13499,2,2,3,3,0.62,57.65,51.19,90.0,38.89,64.45,1,0,0
1,42,21,9,13,22,14,12,1,0,0,12,0,0,1,0,0,0,1.0,1,1,1167,2,3,4,0,0,3,0,1,0,0,0,0,0,0,0,13758,3,2,2,1,0.5,38.24,23.51,95.45,42.86,28.91,1,0,0
0,42,6,4,1,9,5,13,1,0,0,4,0,0,0,1,0,0,0.5,1,0,1171,3,4,2,7,0,3,0,1,0,0,0,0,0,0,0,5155,2,4,4,1,0.69,42.94,84.82,66.67,66.67,42.72,1,0,0
0,35,8,0,1,10,7,12,0,1,0,1,0,0,0,0,0,1,0.5,1,0,1172,2,4,1,6,1,2,0,0,1,0,0,0,0,0,0,2258,4,3,2,3,0.75,64.12,79.17,80.0,0.0,35.33,0,0,1
0,24,4,3,1,6,2,22,0,1,0,24,0,0,0,0,0,1,0.5,1,0,1173,2,3,1,8,0,3,0,0,1,0,0,0,0,0,0,3597,4,3,4,2,0.81,71.18,58.63,66.67,75.0,61.23,1,0,0
1,28,1,1,0,1,0,11,0,1,0,12,0,0,1,0,0,0,0.5,0,1,1175,4,1,1,1,0,3,0,0,1,0,0,0,0,0,0,2515,3,2,4,4,0.81,80.0,36.01,100.0,100.0,35.62,0,0,1
0,26,8,7,0,8,7,22,0,1,0,3,0,0,0,0,0,1,0.5,1,0,1177,2,4,1,1,1,4,0,0,1,0,0,0,0,0,0,4420,1,3,2,4,0.62,44.12,77.38,100.0,87.5,64.86,0,0,1
0,30,10,3,1,10,4,18,1,0,0,10,0,0,0,1,0,0,0.5,1,0,1179,3,3,2,1,1,2,0,1,0,0,0,0,0,0,0,6578,3,3,1,3,0.62,42.35,71.13,100.0,30.0,56.98,0,0,1
0,40,1,1,0,16,0,13,0,1,0,26,0,0,0,0,0,1,1.0,0,1,1180,3,2,2,3,1,2,1,0,0,0,0,0,0,0,0,4422,3,1,4,4,0.75,80.0,2.68,6.25,100.0,43.65,0,0,1
0,35,7,7,6,15,4,18,0,1,0,2,0,0,1,0,0,0,0.5,1,0,1182,2,3,3,2,1,2,0,0,0,0,0,0,0,0,1,10274,3,4,2,2,0.69,42.35,86.61,46.67,100.0,52.4,0,1,0
0,34,13,9,4,14,9,20,0,1,0,1,0,0,0,0,0,1,1.0,1,0,1184,3,3,2,0,0,2,0,0,0,0,1,0,0,0,0,5343,4,3,3,1,0.69,55.29,66.67,92.86,69.23,52.95,1,0,0
0,35,2,2,2,2,2,13,0,1,0,4,1,0,0,0,0,0,1.0,1,0,1185,2,4,1,1,1,2,0,0,1,0,0,0,0,0,0,2376,4,4,2,4,0.88,71.18,72.32,100.0,100.0,35.69,0,0,1
1,43,4,3,1,7,3,13,1,0,0,9,0,0,0,1,0,0,0.5,0,0,1188,2,3,2,8,0,1,0,1,0,0,0,0,0,0,0,5346,1,2,2,3,0.5,31.76,63.69,57.14,75.0,43.05,1,0,0
0,32,1,0,0,1,0,12,1,0,0,2,0,0,1,0,0,0,0.0,0,0,1190,3,1,1,1,3,3,0,0,0,0,0,1,0,0,0,2827,3,3,3,1,0.62,40.0,90.77,100.0,0.0,38.52,0,1,0
0,56,5,2,4,28,2,13,0,1,0,4,0,1,0,0,0,0,0.5,0,0,1191,2,4,5,4,1,3,0,0,0,0,0,0,0,1,0,19943,4,3,4,1,0.75,61.18,76.49,17.86,40.0,61.82,0,1,0
0,29,10,8,0,10,8,13,0,1,0,6,0,0,0,0,0,1,0.5,0,0,1192,5,1,1,1,1,3,0,0,1,0,0,0,0,0,0,3131,2,3,1,4,0.62,44.71,74.7,100.0,80.0,41.4,0,0,1
0,19,1,1,0,1,0,25,0,1,0,9,0,0,1,0,0,0,0.5,1,0,1193,4,2,1,1,0,3,1,0,0,0,0,0,0,0,0,2552,3,3,3,1,0.62,40.0,72.02,100.0,100.0,68.68,1,0,0
0,45,3,2,0,7,2,19,0,1,0,7,0,0,0,0,0,1,0.5,0,1,1195,2,3,1,4,1,3,1,0,0,0,0,0,0,0,0,4477,1,2,3,3,0.56,41.18,40.48,42.86,66.67,57.88,0,0,1
0,37,14,8,3,14,11,13,0,1,0,1,0,0,1,0,0,0,0.5,0,0,1196,2,3,2,1,1,2,0,0,0,0,0,0,0,0,1,6474,4,2,2,4,0.75,76.47,70.83,100.0,57.14,40.61,0,0,1
0,20,2,2,1,2,2,12,0,1,0,3,0,0,1,0,0,0,0.5,1,0,1198,2,3,1,1,0,2,0,0,1,0,0,0,0,0,0,3033,1,2,1,3,0.44,21.18,69.05,100.0,100.0,36.67,1,0,0
1,44,6,4,0,6,2,11,0,1,0,10,0,0,1,0,0,0,0.5,1,1,1200,4,4,1,1,0,3,1,0,0,0,0,0,0,0,0,2936,3,3,3,3,0.75,61.18,46.13,100.0,66.67,36.35,1,0,0
0,53,7,7,4,26,7,18,0,1,0,7,0,0,0,0,0,1,0.5,0,0,1201,6,2,5,3,1,3,0,0,0,0,0,0,0,1,0,18606,4,3,2,3,0.75,64.12,73.81,26.92,100.0,71.28,0,1,0
0,29,5,4,1,6,3,18,0,1,0,15,0,0,1,0,0,0,0.5,0,1,1202,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2168,2,2,1,4,0.56,41.76,33.33,83.33,80.0,49.31,0,0,1
1,22,0,0,0,1,0,11,0,1,0,3,0,0,1,0,0,0,1.0,1,1,1203,5,4,1,0,1,2,1,0,0,0,0,0,0,0,0,2853,3,3,2,4,0.75,60.0,39.88,0.0,0.0,36.2,0,0,1
0,46,26,15,15,28,9,23,1,0,0,2,0,0,0,1,0,0,0.5,0,0,1204,2,3,4,8,0,3,0,0,0,0,0,0,0,1,0,17048,3,3,1,1,0.5,25.29,78.27,92.86,57.69,56.16,0,0,1
0,44,0,0,0,6,0,13,0,1,0,17,0,0,1,0,0,0,0.0,1,0,1206,3,3,1,2,0,1,1,0,0,0,0,0,0,0,0,2290,4,3,4,3,0.88,80.0,77.38,0.0,0.0,39.94,1,0,0
0,33,5,4,1,5,4,13,0,0,1,2,0,0,0,0,1,0,0.5,1,0,1207,2,3,1,1,1,3,0,0,0,0,0,0,1,0,0,3600,2,3,4,3,0.75,62.35,78.27,100.0,80.0,40.02,0,0,1
1,41,1,0,0,5,0,17,0,1,0,5,0,0,1,0,0,0,0.0,1,0,1210,2,2,1,6,1,2,1,0,0,0,0,0,0,0,0,2107,1,1,1,1,0.25,0.0,71.43,20.0,0.0,49.05,0,1,0
0,30,4,3,0,8,3,19,1,0,0,29,0,0,1,0,0,0,0.5,1,0,1211,3,4,2,8,3,3,0,1,0,0,0,0,0,0,0,4115,3,3,3,1,0.62,41.76,54.17,50.0,75.0,57.25,0,1,0
0,40,0,0,0,5,0,12,1,0,0,2,0,0,0,0,0,1,1.0,1,0,1212,2,4,2,5,3,3,0,1,0,0,0,0,0,0,0,4327,2,3,4,2,0.69,50.0,65.77,0.0,0.0,41.12,0,0,1
0,50,2,2,2,32,2,22,0,1,0,2,0,0,0,0,0,1,1.0,0,0,1215,3,3,4,2,1,3,0,0,0,0,0,0,0,1,0,17856,4,3,3,1,0.69,51.18,65.77,6.25,100.0,83.8,0,0,1
0,28,6,5,3,6,3,12,0,1,0,19,0,0,0,0,0,1,0.5,1,0,1216,2,4,1,1,3,2,0,0,1,0,0,0,0,0,0,3196,4,3,3,1,0.69,51.76,63.1,100.0,83.33,32.56,0,0,1
0,46,4,2,0,25,3,11,0,1,0,15,0,0,1,0,0,0,0.5,1,0,1217,2,2,5,5,1,3,0,0,0,1,0,0,0,0,0,19081,4,3,1,2,0.62,41.76,66.67,16.0,50.0,64.4,0,0,1
0,35,7,7,1,15,7,15,1,0,0,17,0,0,1,0,0,0,0.5,1,1,1218,2,4,2,3,3,3,0,1,0,0,0,0,0,0,0,8966,3,3,4,1,0.69,54.12,39.88,46.67,100.0,54.06,0,0,1
1,24,1,0,0,1,0,13,0,1,0,17,0,0,1,0,0,0,0.5,0,0,1219,3,2,1,1,1,3,0,0,1,0,0,0,0,0,0,2210,4,1,1,2,0.5,40.0,48.21,100.0,0.0,39.8,0,0,1
0,33,10,7,0,10,1,12,1,0,0,25,0,0,0,0,0,1,1.0,0,0,1220,3,3,2,1,1,3,0,1,0,0,0,0,0,0,0,4539,2,2,1,3,0.5,30.59,36.9,100.0,70.0,41.49,0,0,1
0,36,7,7,1,7,7,14,0,1,0,6,0,0,1,0,0,0,0.5,1,0,1221,4,4,1,1,1,1,0,0,1,0,0,0,0,0,0,2741,3,3,3,3,0.75,64.12,74.7,100.0,100.0,40.88,0,1,0
0,30,10,7,8,10,9,13,0,1,0,7,0,0,1,0,0,0,0.5,1,0,1224,4,4,2,1,3,3,0,0,1,0,0,0,0,0,0,3491,3,2,1,3,0.56,45.29,65.48,100.0,70.0,24.43,0,1,0
0,44,20,11,13,20,17,25,0,1,0,29,1,0,0,0,0,0,0.5,1,0,1225,3,4,2,1,0,3,1,0,0,0,0,0,0,0,0,4541,4,3,2,4,0.81,80.0,54.17,100.0,55.0,43.54,1,0,0
0,20,2,1,2,2,2,17,1,0,0,21,0,0,0,1,0,0,0.5,1,0,1226,2,3,1,1,0,4,0,0,0,0,0,1,0,0,0,2678,3,3,4,4,0.88,81.18,61.31,100.0,50.0,45.64,1,0,0
0,46,6,3,1,12,4,11,0,1,0,2,0,1,0,0,0,0,0.5,1,0,1228,3,4,2,2,1,3,0,0,0,0,0,0,0,0,1,7379,4,2,3,4,0.81,82.35,69.94,50.0,50.0,41.87,0,1,0
0,42,4,3,0,10,3,16,0,0,1,2,0,0,0,0,0,1,0.0,1,0,1231,3,5,2,7,1,4,0,0,0,0,0,0,1,0,0,6272,4,4,1,1,0.62,31.76,99.11,40.0,75.0,53.93,0,0,1
0,60,11,7,1,12,9,18,1,0,0,7,0,0,0,1,0,0,0.5,1,1,1233,3,4,2,0,1,4,0,1,0,0,0,0,0,0,0,5220,2,3,2,4,0.69,55.29,48.81,91.67,63.64,54.62,0,1,0
0,32,2,2,2,2,2,20,0,1,0,13,1,0,0,0,0,0,1.0,0,0,1234,2,3,1,1,1,2,0,0,1,0,0,0,0,0,0,2743,3,3,3,2,0.69,51.18,55.95,100.0,100.0,52.83,0,0,1
0,32,8,7,0,10,7,14,0,1,0,2,0,0,1,0,0,0,1.0,0,1,1235,2,2,2,4,0,3,1,0,0,0,0,0,0,0,0,4998,4,3,4,3,0.88,84.12,40.77,80.0,87.5,47.0,1,0,0
0,36,7,7,7,17,7,21,0,1,0,1,0,1,0,0,0,0,0.5,0,1,1237,2,3,3,2,1,1,0,0,0,0,0,0,0,0,1,10252,3,3,3,1,0.62,44.12,54.17,41.18,100.0,57.23,0,1,0
0,33,14,10,4,15,10,13,0,1,0,9,0,0,0,0,0,1,0.5,1,0,1238,5,3,1,0,1,3,1,0,0,0,0,0,0,0,0,2781,1,3,2,4,0.62,45.88,72.02,93.33,71.43,31.99,0,0,1
0,40,5,1,1,7,3,12,1,0,0,10,0,1,0,0,0,0,0.5,0,0,1239,2,3,2,7,1,2,0,1,0,0,0,0,0,0,0,6852,2,4,2,2,0.62,31.76,79.46,71.43,20.0,43.31,0,1,0
0,25,4,3,1,5,1,14,1,0,0,10,0,0,1,0,0,0,0.5,1,0,1240,4,4,2,0,0,3,0,1,0,0,0,0,0,0,0,4950,3,3,2,4,0.75,60.59,71.13,80.0,75.0,44.72,1,0,0
0,30,11,9,5,12,7,21,0,1,0,1,0,0,0,0,0,1,0.5,1,1,1241,2,3,1,0,1,3,1,0,0,0,0,0,0,0,0,3579,4,3,1,2,0.62,44.12,54.17,91.67,81.82,50.04,0,0,1
0,42,1,0,0,20,0,17,0,1,0,26,0,0,0,0,0,1,1.0,0,1,1242,6,5,3,3,0,3,0,0,0,1,0,0,0,0,0,13191,1,3,3,1,0.5,20.0,19.35,5.0,0.0,68.31,0,0,1
0,35,13,2,4,16,12,11,1,0,0,8,0,0,0,1,0,0,0.0,0,1,1243,6,2,3,4,1,2,0,1,0,0,0,0,0,0,0,10377,3,2,2,4,0.69,67.06,52.08,81.25,15.38,40.48,0,0,1
0,27,9,7,6,9,8,14,0,1,0,14,0,0,1,0,0,0,0.5,1,1,1244,3,3,1,1,2,3,1,0,0,0,0,0,0,0,0,2235,1,2,4,1,0.5,34.71,34.23,100.0,77.78,29.0,0,0,1
0,54,5,4,1,33,4,17,0,1,0,1,0,0,1,0,0,0,1.0,0,0,1245,2,4,3,7,1,3,0,0,0,0,0,0,0,0,1,10502,4,1,1,3,0.56,52.35,50.0,15.15,80.0,61.44,0,1,0
0,44,10,5,7,10,7,13,0,1,0,2,0,0,1,0,0,0,0.5,0,0,1246,5,1,1,1,1,4,1,0,0,0,0,0,0,0,0,2011,1,3,4,4,0.75,64.12,78.27,100.0,50.0,24.06,0,0,1
1,19,1,1,0,1,0,25,0,1,0,10,0,0,0,0,0,1,0.0,0,1,1248,2,3,1,1,0,2,1,0,0,0,0,0,0,0,0,1859,1,4,2,2,0.56,20.0,66.96,100.0,100.0,67.48,1,0,0
0,29,3,2,1,3,2,15,0,1,0,1,0,0,1,0,0,0,0.5,0,0,1249,5,3,1,1,3,3,1,0,0,0,0,0,0,0,0,3760,1,3,1,4,0.56,31.18,79.17,100.0,66.67,45.01,0,1,0
0,54,10,9,0,36,9,14,0,1,0,3,0,0,1,0,0,0,0.5,1,0,1250,2,3,4,3,0,3,0,0,0,1,0,0,0,0,0,17779,4,3,1,4,0.75,65.29,77.38,27.78,90.0,69.21,0,0,1
0,31,6,5,0,6,1,12,0,1,0,11,0,0,0,0,0,1,0.5,1,1,1251,2,2,2,1,0,3,0,0,0,0,1,0,0,0,0,6833,3,2,4,1,0.62,50.59,36.9,100.0,83.33,45.48,0,0,1
0,31,10,9,1,10,8,19,0,1,0,24,0,0,0,0,0,1,0.5,0,0,1252,2,3,2,1,0,2,0,0,0,0,1,0,0,0,0,6812,3,3,2,1,0.56,34.71,58.63,100.0,90.0,59.74,1,0,0
0,59,6,1,0,13,5,17,1,0,0,3,0,0,1,0,0,0,0.5,0,0,1254,2,3,2,5,0,2,0,1,0,0,0,0,0,0,0,5171,3,3,4,4,0.88,82.94,77.38,46.15,16.67,54.38,1,0,0
0,43,8,7,0,25,7,14,0,1,0,3,0,0,1,0,0,0,0.5,1,0,1255,2,3,5,3,1,1,0,0,0,1,0,0,0,0,0,19740,3,3,2,4,0.75,64.12,77.38,32.0,87.5,72.62,0,0,1
0,49,1,0,0,23,0,13,0,1,0,4,0,0,0,0,0,1,0.5,1,0,1256,2,2,5,2,1,2,0,0,0,0,0,0,0,1,0,18711,1,4,3,3,0.69,40.0,84.82,4.35,0.0,68.48,0,0,1
0,36,11,10,0,12,7,12,0,1,0,3,0,1,0,0,0,0,1.0,1,0,1257,2,3,1,1,0,3,1,0,0,0,0,0,0,0,0,3692,3,2,3,2,0.62,54.12,56.55,91.67,90.91,40.02,0,0,1
0,48,1,0,0,7,0,11,0,1,0,2,0,1,0,0,0,0,0.5,1,0,1258,4,2,1,5,0,4,0,0,1,0,0,0,0,0,0,2559,4,2,3,2,0.69,60.0,69.94,14.29,0.0,35.69,1,0,0
0,27,5,3,0,5,3,11,0,1,0,4,0,0,1,0,0,0,0.5,1,0,1259,2,2,1,1,3,3,1,0,0,0,0,0,0,0,0,2517,1,3,2,3,0.56,31.76,76.49,100.0,60.0,35.62,0,1,0
0,29,6,0,1,6,0,11,0,1,0,7,0,0,1,0,0,0,0.5,1,1,1260,2,3,2,1,2,3,0,0,0,0,1,0,0,0,0,6623,3,3,2,4,0.75,60.0,48.81,100.0,0.0,40.56,0,1,0
0,48,1,0,0,25,0,12,0,1,0,1,0,0,1,0,0,0,0.5,1,0,1263,3,3,5,6,0,2,0,0,0,1,0,0,0,0,0,18265,4,4,3,4,0.94,80.0,87.5,4.0,0.0,65.34,1,0,0
0,29,7,7,1,9,7,14,0,1,0,1,0,0,1,0,0,0,0.5,0,0,1264,2,3,4,3,2,2,0,0,0,1,0,0,0,0,0,16124,4,2,2,4,0.75,74.12,70.83,77.78,100.0,64.14,0,1,0
0,34,1,0,0,2,0,17,0,1,0,20,0,1,0,0,0,0,0.5,0,0,1265,5,3,1,0,0,4,1,0,0,0,0,0,0,0,0,2585,3,2,4,3,0.75,70.0,53.87,50.0,0.0,49.88,0,0,1
0,44,22,9,3,26,10,11,1,0,0,5,0,0,0,1,0,0,0.5,1,0,1267,5,3,5,7,1,3,0,0,0,0,0,0,0,1,0,18213,2,3,3,2,0.62,45.88,75.6,84.62,40.91,56.3,0,0,1
0,33,9,8,0,10,8,14,1,0,0,10,0,0,0,1,0,0,0.5,1,1,1268,3,5,3,0,2,4,0,1,0,0,0,0,0,0,0,8380,4,3,4,3,0.88,84.71,46.13,90.0,88.89,52.88,0,1,0
0,19,1,0,0,1,1,12,0,1,0,25,0,0,1,0,0,0,0.5,0,1,1269,2,3,1,1,0,4,1,0,0,0,0,0,0,0,0,2994,2,3,4,4,0.81,70.59,32.74,100.0,0.0,38.81,1,0,0
0,23,1,0,0,1,1,22,0,1,0,1,0,0,1,0,0,0,0.5,1,0,1270,2,2,1,1,1,3,1,0,0,0,0,0,0,0,0,1223,4,3,4,3,0.88,80.59,79.17,100.0,0.0,59.3,0,0,1
1,25,1,0,1,1,0,14,1,0,0,24,0,0,1,0,0,0,1.0,1,1,1273,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1118,3,3,4,4,0.88,80.0,21.13,100.0,0.0,38.06,1,0,0
0,26,8,5,2,8,2,20,0,1,0,4,0,0,1,0,0,0,0.5,1,1,1275,2,2,1,1,0,3,1,0,0,0,0,0,0,0,0,2875,3,2,2,4,0.69,61.18,43.15,100.0,62.5,53.06,1,0,0
1,45,24,10,1,26,11,16,1,0,0,2,0,0,0,1,0,0,0.5,0,1,1277,2,3,5,2,0,1,0,0,0,0,0,0,0,1,0,18824,1,3,1,2,0.44,16.47,53.27,92.31,41.67,73.54,1,0,0
0,55,33,9,15,34,0,15,0,1,0,8,0,0,0,0,0,1,0.0,1,1,1278,3,1,4,1,1,2,0,0,0,0,1,0,0,0,0,13577,4,3,4,2,0.81,70.0,60.42,97.06,27.27,31.27,0,1,0
1,21,2,2,2,2,2,20,0,1,0,10,0,0,1,0,0,0,1.0,0,0,1279,2,2,1,1,0,2,0,0,1,0,0,0,0,0,0,2625,1,1,3,3,0.5,41.18,41.96,100.0,100.0,52.62,1,0,0
0,46,11,4,0,26,8,14,1,0,0,4,0,0,0,1,0,0,0.5,0,0,1280,2,2,5,2,1,2,0,0,0,0,0,0,0,1,0,18789,4,3,3,2,0.75,64.71,76.49,42.31,36.36,70.97,0,0,1
0,34,3,2,0,4,2,12,1,0,0,2,0,0,0,1,0,0,0.5,0,1,1281,3,3,2,0,0,3,0,1,0,0,0,0,0,0,0,4538,3,3,4,1,0.69,51.18,53.27,75.0,66.67,41.49,1,0,0
0,51,29,10,11,31,10,24,1,0,0,9,0,0,1,0,0,0,1.0,1,1,1282,5,3,5,4,1,3,0,0,0,0,0,0,0,1,0,19847,4,2,1,2,0.56,45.88,26.19,93.55,34.48,72.18,0,1,0
0,59,9,7,5,25,4,12,0,1,0,18,0,0,0,0,0,1,0.5,1,0,1283,6,4,3,6,0,3,0,0,0,0,0,0,0,0,1,10512,4,2,4,4,0.88,92.35,55.65,36.0,77.78,40.87,1,0,0
0,34,11,8,5,15,10,13,0,1,0,19,0,0,0,0,0,1,1.0,0,0,1285,2,3,2,4,2,3,0,0,1,0,0,0,0,0,0,4444,3,4,3,2,0.75,55.88,58.93,73.33,72.73,32.68,0,1,0
0,28,4,2,0,5,2,11,0,1,0,1,0,0,0,0,0,1,1.0,1,1,1286,2,4,1,0,0,3,0,0,1,0,0,0,0,0,0,2154,4,2,3,3,0.75,71.18,33.33,80.0,50.0,34.99,1,0,0
0,44,25,9,14,26,13,14,0,1,0,4,0,0,1,0,0,0,0.5,1,0,1288,4,2,5,1,2,4,0,0,0,0,0,0,0,1,0,19190,3,2,4,1,0.62,57.65,68.15,96.15,36.0,40.87,0,1,0
0,34,10,9,1,14,8,11,0,0,1,11,0,0,1,0,0,0,1.0,1,0,1289,5,3,2,4,2,2,0,0,0,0,0,0,1,0,0,4490,3,4,4,2,0.81,64.71,66.07,71.43,90.0,36.85,0,0,1
0,35,3,2,2,4,2,14,0,1,0,6,0,0,1,0,0,0,0.5,1,1,1291,3,1,1,0,0,3,1,0,0,0,0,0,0,0,0,3506,3,3,4,3,0.81,71.18,49.7,75.0,66.67,40.01,0,0,1
0,42,1,0,0,18,0,16,0,1,0,7,0,0,0,0,0,1,0.5,0,1,1292,2,4,2,6,0,4,1,0,0,0,0,0,0,0,0,2372,2,3,4,2,0.69,50.0,48.81,5.56,0.0,47.15,0,0,1
0,43,21,7,15,23,17,14,1,0,0,4,0,0,0,1,0,0,0.5,0,0,1293,3,4,3,3,0,2,0,1,0,0,0,0,0,0,0,10231,4,4,4,4,1.0,100.0,84.82,91.3,33.33,23.1,1,0,0
0,36,16,14,5,18,12,11,0,1,0,2,0,0,1,0,0,0,0.5,0,1,1294,2,4,2,9,0,3,0,0,0,0,0,0,0,0,1,5410,3,3,4,2,0.75,67.06,53.27,88.89,87.5,29.65,1,0,0
1,44,10,7,0,10,5,11,0,1,0,15,0,0,0,0,0,1,0.5,0,0,1295,2,3,3,1,1,3,0,0,0,0,1,0,0,0,0,7978,1,3,4,4,0.75,62.94,66.67,100.0,70.0,45.11,0,0,1
0,28,2,2,2,2,2,12,0,1,0,2,0,0,1,0,0,0,1.0,1,1,1296,2,3,1,1,1,2,0,0,1,0,0,0,0,0,0,3867,4,3,2,4,0.81,71.18,40.77,100.0,100.0,35.92,0,0,1
0,51,7,0,7,8,7,14,0,1,0,6,0,0,0,0,0,1,1.0,0,0,1297,6,2,1,0,0,2,0,0,1,0,0,0,0,0,0,2838,2,2,2,3,0.56,44.12,53.87,87.5,0.0,27.85,1,0,0
0,30,8,4,1,10,7,18,0,1,0,9,0,0,0,0,0,1,0.0,0,1,1298,3,2,2,7,0,3,0,0,0,0,0,0,0,0,1,4695,3,3,3,3,0.75,64.12,59.52,80.0,50.0,53.71,1,0,0
1,29,7,7,7,10,7,13,0,1,0,7,0,1,0,0,0,0,0.5,0,1,1299,2,3,1,3,2,3,0,0,1,0,0,0,0,0,0,3339,2,3,1,3,0.56,34.12,48.81,70.0,100.0,26.36,0,1,0
0,28,3,2,1,5,2,11,0,1,0,1,0,1,0,0,0,0,0.5,1,0,1301,2,3,1,2,0,3,1,0,0,0,0,0,0,0,0,2080,4,2,2,1,0.56,41.18,70.83,60.0,66.67,32.66,1,0,0
0,25,2,2,2,2,1,18,0,1,0,1,0,0,0,0,0,1,0.5,0,0,1303,3,3,1,1,0,3,1,0,0,0,0,0,0,0,0,2096,4,2,4,2,0.75,70.59,70.83,100.0,100.0,46.99,1,0,0
0,32,10,7,0,10,8,15,1,0,0,8,0,0,0,0,0,1,0.5,1,0,1304,4,3,2,1,2,4,0,1,0,0,0,0,0,0,0,6209,3,4,3,4,0.88,74.71,81.25,100.0,70.0,51.46,0,0,1
0,45,0,0,0,22,0,22,0,1,0,25,0,0,0,0,0,1,1.0,0,0,1306,4,3,5,3,0,3,0,0,0,0,0,0,0,1,0,18061,2,3,3,2,0.62,40.0,45.24,0.0,0.0,88.56,1,0,0
0,39,19,9,15,21,2,13,0,1,0,13,0,0,0,0,0,1,0.5,0,1,1307,4,4,4,6,2,2,0,0,0,0,0,0,0,1,0,17123,3,3,4,2,0.75,61.18,43.45,90.48,47.37,32.72,0,1,0
